counseling_authority,college_name,type,exam,minority,university,quota,course,category,round,cutoff,year,seat,fee
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,17334,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,27580,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,10434,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,33268,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,12808,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,2228,2024,03,728000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,22411,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,24035,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,34072,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,31637,2024,03,649000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,30052,2024,03,500000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,21449,2024,03,500000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,10385,2024,03,500000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,32810,2024,03,500000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,1902,2024,03,400000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,6136,2024,03,400000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,3383,2024,03,400000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,11997,2024,03,400000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,26486,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,21406,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,12552,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,9743,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,28144,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,23940,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,11528,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,30175,2024,03,300000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,296,2024,02,250000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,18173,2024,02,250000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,8465,2024,02,250000
Uttar Pradesh,"Babu Banarasi Das Dental College, Lucknow",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,19205,2024,02,250000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,23398,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,33749,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,38154,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,1676,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,10906,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,30890,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,517,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,7367,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,35920,2024,02,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,22802,2024,02,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,11130,2024,02,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,24930,2024,02,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,18713,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,19063,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,4954,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,32862,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,7574,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,18669,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,28572,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,38648,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,681,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,17596,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,11819,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,3656,2024,05,590000
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,8832,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,10262,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,30124,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,20203,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,29556,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,38389,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,27618,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,37294,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,27036,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,9616,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,10317,2024,0,0
Uttar Pradesh,"Kalka Dental College, Meerut",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,2592,2024,0,0
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,35104,2024,06,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,14000,2024,06,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,19108,2024,06,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,13386,2024,06,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,23337,2024,03,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,4729,2024,03,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,6807,2024,03,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,369,2024,03,775000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 1,3033,2024,06,806400
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 2,19684,2024,06,806400
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 3,22847,2024,06,806400
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Surgery,General,round 4,32260,2024,06,806400
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 1,32354,2024,06,625000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 2,3846,2024,06,625000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 3,37592,2024,06,625000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Prosthodontics,General,round 4,36560,2024,06,625000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 1,16920,2024,03,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 2,38907,2024,03,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 3,1186,2024,03,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Pedodontics,General,round 4,10692,2024,03,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 1,5498,2024,06,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 2,34335,2024,06,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 3,19433,2024,06,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Periodontics,General,round 4,9084,2024,06,525000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 1,17409,2024,03,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 2,33084,2024,03,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 3,17144,2024,03,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Medicine & Radiology,General,round 4,13642,2024,03,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 1,21705,2024,03,325000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 2,27890,2024,03,325000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 3,37651,2024,03,325000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Public Health,General,round 4,1012,2024,03,325000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 1,27103,2024,02,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 2,8746,2024,02,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 3,40000,2024,02,275000
Uttar Pradesh,"IDS Dental College, Bareilly",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Oral Pathology,General,round 4,19477,2024,02,275000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 1,11094,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 2,10092,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 3,27332,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Endodontics,General,round 4,33,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 1,18736,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 2,106,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 3,3911,2024,06,670000
Uttar Pradesh,"K.D. Dental College, Mathura",,NEET-MDS,None,ABVMU,Management Quota - All Domicile Candidates,MDS - Orthodontics,General,round 4,21768,2024,06,670000
